epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,3580.05,1.79397,1.25227,1.78207,0.76608,0.68508,0.77523,0.41983,1.66446,1.19156,1.74122,0.0013961,0.0013961,0.0013961
63,3637.05,1.7843,1.25276,1.73461,0.67959,0.63343,0.68272,0.34687,1.68893,1.35808,1.72276,0.0013862,0.0013862,0.0013862
64,3694.63,1.76773,1.23387,1.75162,0.76798,0.67847,0.76856,0.4156,1.67522,1.17248,1.73431,0.0013763,0.0013763,0.0013763
65,3751.21,1.74457,1.21338,1.73598,0.77718,0.70138,0.78925,0.41952,1.70652,1.2068,1.74017,0.0013664,0.0013664,0.0013664
66,3807.38,1.80518,1.22833,1.75257,0.80056,0.70521,0.79976,0.44961,1.58468,1.09896,1.67347,0.0013565,0.0013565,0.0013565
67,3864.39,1.70661,1.21409,1.71953,0.77849,0.70359,0.78898,0.43663,1.63845,1.10082,1.71703,0.0013466,0.0013466,0.0013466
68,3920.96,1.72053,1.19204,1.73016,0.77716,0.70038,0.79206,0.42967,1.64977,1.11097,1.70395,0.0013367,0.0013367,0.0013367
69,3977.68,1.73408,1.20501,1.72694,0.78855,0.72127,0.80891,0.44139,1.6389,1.09144,1.69454,0.0013268,0.0013268,0.0013268
70,4034.07,1.74422,1.22262,1.73006,0.82158,0.68398,0.80115,0.44106,1.65808,1.09871,1.73157,0.0013169,0.0013169,0.0013169
71,4091.06,1.70296,1.20339,1.74351,0.79101,0.73011,0.81356,0.45758,1.59848,1.06988,1.66959,0.001307,0.001307,0.001307
72,4147.07,1.69204,1.15755,1.72622,0.81067,0.71205,0.80549,0.4509,1.629,1.07287,1.68877,0.0012971,0.0012971,0.0012971
73,4205.18,1.74405,1.16304,1.68928,0.80317,0.68761,0.79078,0.3954,1.74665,1.11057,1.76096,0.0012872,0.0012872,0.0012872
74,4262.03,1.73138,1.20118,1.72245,0.77886,0.72093,0.80521,0.43997,1.6142,1.13363,1.66876,0.0012773,0.0012773,0.0012773
75,4319.46,1.74463,1.18802,1.69131,0.78828,0.71685,0.80002,0.42008,1.68244,1.15446,1.72784,0.0012674,0.0012674,0.0012674
76,4377.27,1.8153,1.21234,1.73012,0.79415,0.71243,0.8051,0.44854,1.59624,1.08478,1.64573,0.0012575,0.0012575,0.0012575
77,4434.69,1.70693,1.14509,1.66188,0.80006,0.70635,0.80559,0.43623,1.64871,1.09094,1.71056,0.0012476,0.0012476,0.0012476
78,4492.07,1.69055,1.16557,1.67807,0.81178,0.71713,0.81414,0.46246,1.59646,1.04807,1.65552,0.0012377,0.0012377,0.0012377
79,4548.47,1.71495,1.18915,1.7174,0.8032,0.70467,0.80694,0.45076,1.58044,1.07236,1.67122,0.0012278,0.0012278,0.0012278
80,4604.8,1.69988,1.13691,1.69276,0.7763,0.73453,0.81296,0.45188,1.59674,1.10776,1.65866,0.0012179,0.0012179,0.0012179
81,4661.44,1.68962,1.19176,1.68564,0.79474,0.73481,0.82411,0.47503,1.53796,1.04344,1.62249,0.001208,0.001208,0.001208
82,4718.14,1.71352,1.17667,1.70219,0.80589,0.74006,0.83175,0.47608,1.54333,1.00196,1.63925,0.0011981,0.0011981,0.0011981
83,4776.02,1.62043,1.07795,1.6236,0.78227,0.74139,0.8196,0.46626,1.54383,1.10116,1.62999,0.0011882,0.0011882,0.0011882
84,4831.4,1.60928,1.12334,1.64719,0.81253,0.7004,0.80439,0.47142,1.53625,1.06003,1.62979,0.0011783,0.0011783,0.0011783
85,4888.13,1.61822,1.09595,1.60671,0.82723,0.74033,0.84306,0.48993,1.51139,0.96638,1.5833,0.0011684,0.0011684,0.0011684
86,4945.39,1.6945,1.12179,1.6479,0.81303,0.73895,0.8399,0.48605,1.50515,0.99409,1.58601,0.0011585,0.0011585,0.0011585
87,5002.71,1.64595,1.07611,1.64239,0.81224,0.7421,0.83364,0.47542,1.57216,1.03123,1.64218,0.0011486,0.0011486,0.0011486
88,5059.09,1.64022,1.09308,1.63629,0.82094,0.74751,0.83932,0.48769,1.51744,1.02601,1.5938,0.0011387,0.0011387,0.0011387
89,5117.27,1.63564,1.07259,1.60963,0.78618,0.7442,0.83344,0.4794,1.51491,1.01031,1.59865,0.0011288,0.0011288,0.0011288
90,5174.27,1.59159,1.08034,1.6263,0.84295,0.73343,0.84574,0.49298,1.50578,0.95831,1.59439,0.0011189,0.0011189,0.0011189
91,5230.9,1.66829,1.08712,1.66799,0.80462,0.73094,0.82678,0.46959,1.5734,1.00122,1.6403,0.001109,0.001109,0.001109
92,5288.33,1.66146,1.11533,1.65291,0.82782,0.7305,0.84079,0.49349,1.49878,0.96455,1.5758,0.0010991,0.0010991,0.0010991
93,5344.88,1.65052,1.09011,1.60795,0.82521,0.74862,0.85446,0.50155,1.48162,0.98289,1.57198,0.0010892,0.0010892,0.0010892
94,5402.28,1.61822,1.03586,1.57764,0.81512,0.74033,0.84596,0.4921,1.47621,0.96839,1.57385,0.0010793,0.0010793,0.0010793
95,5458.02,1.63868,1.08042,1.64964,0.83261,0.75138,0.86405,0.51289,1.45274,0.92273,1.55211,0.0010694,0.0010694,0.0010694
96,5515.32,1.59348,1.03963,1.58261,0.83963,0.75359,0.86876,0.52176,1.44875,0.90829,1.5405,0.0010595,0.0010595,0.0010595
97,5570.79,1.59367,1.07014,1.61123,0.82903,0.75497,0.86286,0.50794,1.46119,0.92342,1.56593,0.0010496,0.0010496,0.0010496
98,5627.86,1.59516,1.03744,1.5981,0.84236,0.7674,0.87228,0.52133,1.44621,0.90201,1.54624,0.0010397,0.0010397,0.0010397
99,5684.56,1.56773,1.01742,1.58225,0.83599,0.75884,0.86364,0.5133,1.47002,0.93539,1.56824,0.0010298,0.0010298,0.0010298
100,5741.01,1.56686,1.01932,1.58825,0.82423,0.77983,0.86973,0.51257,1.47716,0.91847,1.56377,0.0010199,0.0010199,0.0010199
101,5797.54,1.55762,1.01814,1.58148,0.83066,0.76575,0.87048,0.50948,1.48103,0.91573,1.5829,0.00101,0.00101,0.00101
102,5855.63,1.57254,0.99143,1.56261,0.81408,0.7395,0.84667,0.48553,1.51584,0.97275,1.57295,0.0010001,0.0010001,0.0010001
103,5911.44,1.56826,1.00782,1.57452,0.83642,0.76768,0.86916,0.51713,1.45195,0.89372,1.54587,0.0009902,0.0009902,0.0009902
104,5968.16,1.58952,1.05672,1.63643,0.83162,0.76403,0.86168,0.52904,1.41659,0.88964,1.5282,0.0009803,0.0009803,0.0009803
105,6024.15,1.53556,1.00835,1.57298,0.82885,0.77182,0.87097,0.51687,1.42519,0.94682,1.52484,0.0009704,0.0009704,0.0009704
106,6080.73,1.51772,1.00455,1.55827,0.84833,0.76794,0.87785,0.53501,1.40913,0.8959,1.52395,0.0009605,0.0009605,0.0009605
107,6137.52,1.54423,0.99924,1.5879,0.83993,0.75193,0.8578,0.52533,1.41595,0.89831,1.53028,0.0009506,0.0009506,0.0009506
108,6194.81,1.55763,1.01922,1.55413,0.78104,0.75193,0.84081,0.49421,1.42115,0.95694,1.51658,0.0009407,0.0009407,0.0009407
109,6251.95,1.54712,0.9869,1.55613,0.82946,0.76657,0.86677,0.52057,1.41971,0.8844,1.52424,0.0009308,0.0009308,0.0009308
110,6308.38,1.53874,1.00453,1.57237,0.83859,0.77212,0.87381,0.52055,1.48375,0.885,1.54972,0.0009209,0.0009209,0.0009209
111,6364.1,1.56792,1.01075,1.58514,0.84283,0.76288,0.87324,0.51209,1.47938,0.89885,1.57628,0.000911,0.000911,0.000911
112,6420,1.577,1.00317,1.57992,0.82347,0.79381,0.88451,0.5339,1.41166,0.8819,1.50506,0.0009011,0.0009011,0.0009011
113,6476.59,1.53271,1.00137,1.54847,0.82845,0.77072,0.86689,0.52135,1.42395,0.8988,1.52046,0.0008912,0.0008912,0.0008912
114,6533.22,1.50952,0.95347,1.54189,0.85335,0.77431,0.88586,0.54279,1.3729,0.85161,1.48766,0.0008813,0.0008813,0.0008813
115,6589.8,1.51249,0.95793,1.52434,0.82039,0.78895,0.88265,0.54184,1.379,0.85578,1.49914,0.0008714,0.0008714,0.0008714
116,6645.74,1.47559,0.95598,1.52698,0.84597,0.77182,0.88207,0.53888,1.39732,0.8451,1.49613,0.0008615,0.0008615,0.0008615
117,6701.63,1.52971,0.95905,1.57687,0.84513,0.78177,0.88156,0.54414,1.3806,0.82726,1.49188,0.0008516,0.0008516,0.0008516
118,6758.51,1.52203,0.96291,1.52208,0.83313,0.76821,0.87422,0.52885,1.40411,0.88941,1.50678,0.0008417,0.0008417,0.0008417
119,6815.05,1.50494,0.96003,1.53251,0.83986,0.7896,0.8911,0.54863,1.39069,0.83943,1.48161,0.0008318,0.0008318,0.0008318
120,6871.48,1.49276,0.99585,1.54205,0.84945,0.77845,0.88223,0.54161,1.40358,0.84275,1.49248,0.0008219,0.0008219,0.0008219
121,6927.38,1.50867,0.95299,1.53568,0.83208,0.78978,0.88624,0.54039,1.38079,0.84999,1.47379,0.000812,0.000812,0.000812
122,6984.4,1.53277,0.96814,1.54049,0.85458,0.77438,0.88309,0.54255,1.37108,0.8554,1.48253,0.0008021,0.0008021,0.0008021
123,7041.3,1.49311,0.96053,1.53557,0.85304,0.77607,0.87856,0.54774,1.35356,0.84701,1.46979,0.0007922,0.0007922,0.0007922
124,7097.79,1.45427,0.91804,1.50817,0.8576,0.78689,0.89699,0.55862,1.3623,0.8229,1.47387,0.0007823,0.0007823,0.0007823
125,7153.74,1.47358,0.9267,1.514,0.83614,0.79221,0.88795,0.54863,1.34106,0.8302,1.45402,0.0007724,0.0007724,0.0007724
126,7210.32,1.49941,0.98735,1.53431,0.84793,0.79199,0.89296,0.55692,1.34229,0.82024,1.45714,0.0007625,0.0007625,0.0007625
127,7266.38,1.44493,0.9204,1.48865,0.854,0.80469,0.89708,0.56151,1.35199,0.82819,1.46751,0.0007526,0.0007526,0.0007526
128,7323.16,1.47791,0.90408,1.48997,0.86243,0.80178,0.90307,0.57186,1.3208,0.82956,1.43673,0.0007427,0.0007427,0.0007427
129,7379.72,1.48756,0.93514,1.51428,0.86369,0.79816,0.89974,0.5669,1.32508,0.79376,1.44898,0.0007328,0.0007328,0.0007328
130,7436.25,1.45288,0.93576,1.47882,0.86381,0.80304,0.90439,0.57284,1.29931,0.78072,1.43774,0.0007229,0.0007229,0.0007229
131,7492.6,1.48249,0.93314,1.50266,0.86224,0.80571,0.90549,0.56047,1.34301,0.79393,1.46528,0.000713,0.000713,0.000713
132,7549.82,1.49507,0.92322,1.51376,0.86361,0.79935,0.90349,0.57365,1.31969,0.78823,1.44024,0.0007031,0.0007031,0.0007031
133,7606.49,1.44234,0.92146,1.47821,0.85645,0.81492,0.90747,0.57857,1.30609,0.78181,1.43361,0.0006932,0.0006932,0.0006932
134,7662.2,1.44606,0.91363,1.47734,0.87029,0.79365,0.89801,0.55812,1.34791,0.79682,1.44644,0.0006833,0.0006833,0.0006833
135,7718.77,1.46244,0.91406,1.50545,0.86593,0.81464,0.90871,0.56435,1.32309,0.7879,1.44463,0.0006734,0.0006734,0.0006734
136,7774.99,1.47237,0.92476,1.51125,0.85123,0.81519,0.90469,0.5746,1.31412,0.77794,1.44601,0.0006635,0.0006635,0.0006635
137,7831.62,1.45208,0.93577,1.503,0.85727,0.81133,0.90662,0.58079,1.29847,0.77884,1.43384,0.0006536,0.0006536,0.0006536
138,7888.59,1.45424,0.89477,1.5046,0.85461,0.80746,0.90558,0.57899,1.2794,0.77274,1.41579,0.0006437,0.0006437,0.0006437
139,7945.27,1.42301,0.9118,1.47717,0.84644,0.81462,0.90475,0.57274,1.29949,0.76325,1.42624,0.0006338,0.0006338,0.0006338
140,8002.09,1.44115,0.89128,1.49003,0.85284,0.81464,0.90318,0.56713,1.30708,0.7829,1.43605,0.0006239,0.0006239,0.0006239
141,8058.54,1.43526,0.92998,1.49231,0.85542,0.81228,0.90725,0.57507,1.30165,0.79484,1.42355,0.000614,0.000614,0.000614
142,8115.56,1.43018,0.90787,1.48767,0.86116,0.81796,0.91327,0.58336,1.28168,0.76023,1.42236,0.0006041,0.0006041,0.0006041
143,8171.59,1.4128,0.88047,1.47704,0.85404,0.81575,0.9095,0.57491,1.28566,0.76664,1.42122,0.0005942,0.0005942,0.0005942
144,8227.26,1.44691,0.90218,1.49123,0.88471,0.80554,0.91505,0.59353,1.26961,0.74865,1.40592,0.0005843,0.0005843,0.0005843
145,8283.7,1.43163,0.92038,1.49454,0.89116,0.8047,0.91575,0.59918,1.26142,0.73946,1.39522,0.0005744,0.0005744,0.0005744
146,8340.39,1.41895,0.90599,1.47893,0.86797,0.81657,0.91627,0.58531,1.27768,0.75312,1.412,0.0005645,0.0005645,0.0005645
147,8396.26,1.44831,0.91531,1.47924,0.86524,0.80635,0.9078,0.58542,1.26721,0.76181,1.40296,0.0005546,0.0005546,0.0005546
148,8451.87,1.37219,0.88392,1.45952,0.87132,0.81878,0.91864,0.59401,1.25548,0.74282,1.39995,0.0005447,0.0005447,0.0005447
149,8509.04,1.4084,0.86315,1.45562,0.85543,0.82762,0.91739,0.58935,1.28443,0.77852,1.41384,0.0005348,0.0005348,0.0005348
150,8565.08,1.41214,0.87045,1.45735,0.87396,0.81407,0.91632,0.5921,1.27614,0.75768,1.41016,0.0005249,0.0005249,0.0005249
151,8622.03,1.40767,0.88687,1.46748,0.87035,0.8116,0.91793,0.5908,1.26396,0.74141,1.40141,0.000515,0.000515,0.000515
152,8678.22,1.39891,0.87051,1.44782,0.86313,0.82397,0.9192,0.582,1.27883,0.74672,1.41896,0.0005051,0.0005051,0.0005051
153,8735.15,1.41142,0.88182,1.47161,0.85772,0.83812,0.92222,0.59683,1.25292,0.73422,1.38143,0.0004952,0.0004952,0.0004952
154,8791.17,1.41438,0.88027,1.4919,0.86698,0.82999,0.92159,0.59607,1.25457,0.73876,1.39021,0.0004853,0.0004853,0.0004853
155,8847.34,1.406,0.86458,1.45849,0.86807,0.83431,0.92098,0.5995,1.25125,0.72475,1.38309,0.0004754,0.0004754,0.0004754
156,8904.86,1.38378,0.83869,1.4281,0.87373,0.81812,0.92099,0.59475,1.25484,0.7469,1.38348,0.0004655,0.0004655,0.0004655
157,8961.78,1.36473,0.8448,1.44191,0.88435,0.81271,0.92062,0.59934,1.22992,0.72996,1.3748,0.0004556,0.0004556,0.0004556
158,9018.99,1.39202,0.8512,1.45619,0.88392,0.82672,0.92374,0.6037,1.23302,0.71602,1.37349,0.0004457,0.0004457,0.0004457
159,9075.78,1.37321,0.86647,1.44637,0.87312,0.83564,0.92584,0.60586,1.22323,0.72565,1.36695,0.0004358,0.0004358,0.0004358
160,9131.69,1.36613,0.88268,1.47829,0.87972,0.82956,0.92608,0.60411,1.24175,0.71381,1.38136,0.0004259,0.0004259,0.0004259
161,9188.05,1.3833,0.86307,1.45369,0.88358,0.82183,0.92616,0.6085,1.21415,0.72891,1.37155,0.000416,0.000416,0.000416
162,9246.11,1.3901,0.84792,1.42822,0.87483,0.83405,0.92474,0.60937,1.2253,0.76478,1.37058,0.0004061,0.0004061,0.0004061
163,9301.86,1.35771,0.84907,1.44494,0.87671,0.83094,0.92523,0.60608,1.23072,0.74552,1.37435,0.0003962,0.0003962,0.0003962
164,9359.14,1.41356,0.87465,1.46503,0.89538,0.81092,0.92227,0.60098,1.23284,0.71271,1.38051,0.0003863,0.0003863,0.0003863
165,9415.79,1.38446,0.85602,1.44713,0.89695,0.82231,0.9271,0.60953,1.21411,0.69282,1.35782,0.0003764,0.0003764,0.0003764
166,9473.79,1.38087,0.81542,1.41677,0.88415,0.83094,0.9274,0.60304,1.24216,0.72232,1.39608,0.0003665,0.0003665,0.0003665
167,9530.31,1.3652,0.84077,1.4212,0.88239,0.83523,0.92624,0.61608,1.20554,0.69718,1.3556,0.0003566,0.0003566,0.0003566
168,9586.18,1.34702,0.82166,1.4236,0.87994,0.83618,0.92723,0.61816,1.18544,0.68364,1.34818,0.0003467,0.0003467,0.0003467
169,9642.82,1.31862,0.81419,1.41139,0.88853,0.83237,0.93156,0.62168,1.18574,0.68483,1.3484,0.0003368,0.0003368,0.0003368
170,9699.76,1.35922,0.84592,1.42772,0.88449,0.82921,0.92735,0.62028,1.19981,0.68994,1.35539,0.0003269,0.0003269,0.0003269
171,9755.89,1.3171,0.81089,1.40605,0.88291,0.83619,0.93049,0.6226,1.19231,0.69065,1.34886,0.000317,0.000317,0.000317
172,9812.61,1.37018,0.84484,1.43867,0.87993,0.84945,0.93025,0.61708,1.19848,0.69801,1.34954,0.0003071,0.0003071,0.0003071
173,9868.32,1.35005,0.80143,1.42156,0.88641,0.83423,0.92208,0.60182,1.23049,0.70287,1.37585,0.0002972,0.0002972,0.0002972
174,9925.47,1.37682,0.84017,1.4318,0.8948,0.8412,0.93317,0.62232,1.18572,0.68237,1.34251,0.0002873,0.0002873,0.0002873
175,9981.08,1.34493,0.82351,1.42278,0.88334,0.84309,0.93297,0.62147,1.18314,0.69701,1.3422,0.0002774,0.0002774,0.0002774
176,10038.5,1.33614,0.81414,1.41237,0.89252,0.8326,0.93093,0.62467,1.17744,0.6925,1.33859,0.0002675,0.0002675,0.0002675
177,10095,1.33617,0.82569,1.42235,0.89352,0.84149,0.93294,0.62344,1.19226,0.68838,1.3434,0.0002576,0.0002576,0.0002576
178,10151.4,1.31741,0.82118,1.4142,0.88004,0.85856,0.93621,0.62542,1.17578,0.67873,1.33517,0.0002477,0.0002477,0.0002477
179,10207,1.34083,0.81646,1.43373,0.8793,0.85663,0.93681,0.62766,1.17046,0.67521,1.32995,0.0002378,0.0002378,0.0002378
180,10263.5,1.30873,0.79698,1.39825,0.87012,0.86056,0.93681,0.63183,1.17403,0.68412,1.32866,0.0002279,0.0002279,0.0002279
181,10320.4,1.32521,0.79605,1.36842,0.87579,0.85635,0.93515,0.62632,1.18184,0.69518,1.33691,0.000218,0.000218,0.000218
182,10376.5,1.31536,0.80686,1.41579,0.88875,0.84254,0.9348,0.62658,1.18472,0.68135,1.33499,0.0002081,0.0002081,0.0002081
183,10433.1,1.3508,0.81502,1.40587,0.88271,0.84641,0.93318,0.63001,1.16987,0.66948,1.32845,0.0001982,0.0001982,0.0001982
184,10489.9,1.31101,0.81303,1.39576,0.89156,0.84257,0.93446,0.62245,1.18307,0.6902,1.34253,0.0001883,0.0001883,0.0001883
