epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.5599,3.5688,5.72912,4.32172,0,0,0,0,3.46314,5.74481,4.15936,8.33e-06,8.33e-06,8.33e-06
2,58.52,3.57149,5.7285,4.28658,0,0,0,0,3.46311,5.74494,4.1598,1.19595e-05,1.19595e-05,1.19595e-05
3,87.2419,3.55105,5.71623,4.27134,0,0,0,0,3.46254,5.74472,4.16027,9.3058e-06,9.3058e-06,9.3058e-06
